matric_pct,inter_pct,entry_test_score,eligibility_score,budget,program,university_tier,university_type,admission_chance
61,83,78,74.9,660912,Artificial Intelligence,2,Government,Medium
54,79,81,72.1,1433230,Computer Engineering,1,Government,Medium
76,80,96,83.6,544047,Artificial Intelligence,2,Private,Medium
87,73,46,69.1,1002031,Computer Science,2,Private,Low
96,87,97,92.7,910732,Economics,1,Private,Low
48,79,63,64.9,1689993,Food Science,3,Private,Medium
99,60,55,70.2,1604294,Agriculture,1,Private,Medium
94,77,68,79.4,666064,BBA,1,Private,Low
79,90,59,77.4,550805,BBA,1,Private,Low
93,91,79,88.0,2109269,Civil Engineering,3,Private,High
55,83,77,72.8,645467,Artificial Intelligence,1,Private,Low
48,51,99,64.5,1346699,Mechanical Engineering,1,Private,Low
87,76,39,68.2,1426569,Food Science,2,Government,Medium
50,95,36,63.8,1525848,Computer Engineering,2,Government,Medium
51,49,89,61.6,746149,Media Studies,3,Private,Medium
99,88,81,89.2,2235465,Data Science,2,Private,High
100,80,82,86.6,703294,Media Studies,1,Government,High
57,63,31,51.6,1643212,Data Science,2,Private,Low
80,75,48,68.4,2073960,Electrical Engineering,2,Private,Medium
76,76,41,65.5,686430,Information Technology,2,Government,Medium
81,78,34,65.7,827318,Agriculture,1,Government,Low
69,72,72,71.1,2157704,Computer Engineering,2,Government,Medium
84,90,92,88.8,1223731,Computer Engineering,3,Government,High
63,73,70,69.1,1480065,Civil Engineering,1,Government,Low
84,72,57,71.1,1464998,Psychology,2,Private,Medium
73,98,91,88.4,960861,Food Science,2,Government,Low
89,51,87,73.2,562834,Electrical Engineering,2,Government,Medium
75,87,89,84.0,919054,Food Science,3,Government,High
88,69,71,75.3,886852,Accounting & Finance,1,Private,Low
61,47,71,58.4,932320,Media Studies,1,Private,Low
48,66,58,58.2,1490484,LLB,2,Private,Low
75,86,80,80.9,1046385,Mechanical Engineering,2,Government,High
81,92,46,74.9,1713907,Civil Engineering,3,Government,High
86,76,96,85.0,1205856,Agriculture,1,Private,Medium
45,81,89,72.6,1210973,Electrical Engineering,3,Private,High
81,97,57,80.2,730903,Artificial Intelligence,2,Government,Medium
65,78,37,61.8,1074205,Economics,1,Private,Low
78,50,74,65.6,1366191,Agriculture,2,Private,Medium
82,86,68,79.4,821808,Agriculture,3,Private,Medium
96,79,86,86.2,1261686,Artificial Intelligence,2,Government,Medium
88,99,66,85.8,1425210,LLB,1,Government,High
83,96,75,85.8,2218577,Cyber Security,2,Government,High
95,82,91,88.6,1371082,Computer Science,2,Government,High
99,100,62,88.3,694720,Information Technology,2,Government,Low
73,53,95,71.6,1153485,Accounting & Finance,3,Private,High
84,78,42,69.0,1363896,Information Technology,3,Private,High
87,94,86,89.5,2021340,Information Technology,2,Government,High
89,48,89,72.6,1562737,Computer Engineering,1,Private,Low
90,82,54,76.0,810057,Marketing,3,Government,High
89,97,36,76.3,971020,Accounting & Finance,3,Private,High
83,100,97,94.0,1385935,Electrical Engineering,1,Private,Medium
55,58,43,52.6,2212122,Information Technology,1,Government,Low
76,65,41,61.1,618809,Software Engineering,1,Government,Low
60,60,84,67.2,1582148,Software Engineering,1,Private,Medium
50,62,74,62.0,2268320,Artificial Intelligence,3,Private,Medium
92,69,60,73.2,1111756,Information Technology,2,Private,Medium
47,69,83,66.6,1856190,Media Studies,2,Private,Low
96,92,94,93.8,1804891,Food Science,1,Private,High
74,50,39,53.9,1852953,Food Science,3,Government,Medium
61,93,55,72.0,1549804,Psychology,3,Government,Medium
98,57,99,81.9,672284,Psychology,1,Government,Medium
90,87,46,75.6,1751112,Cyber Security,1,Private,Medium
88,92,47,77.3,1887295,BBA,3,Private,High
52,86,36,60.8,2006822,Information Technology,3,Private,Medium
59,100,100,87.7,1677912,Economics,3,Private,High
61,45,31,45.6,1951052,Electrical Engineering,1,Government,Low
90,63,33,62.1,1541035,Computer Engineering,3,Government,Low
48,71,42,55.4,611823,Psychology,3,Private,Medium
99,69,41,69.6,1542763,Agriculture,3,Private,High
79,63,41,61.2,1596031,Computer Engineering,1,Private,Low
57,45,63,54.0,1238126,Marketing,2,Government,Low
64,49,94,67.0,800999,Information Technology,1,Government,Low
54,59,79,63.5,1748205,Mechanical Engineering,2,Government,Medium
63,75,69,69.6,1838905,Psychology,3,Private,High
60,63,45,56.7,642460,Accounting & Finance,1,Private,Low
98,99,41,81.3,1151028,Psychology,1,Private,Low
50,62,66,59.6,748332,Computer Engineering,3,Government,Medium
73,60,96,74.7,610137,Cyber Security,1,Private,Low
74,69,71,71.1,1606061,Artificial Intelligence,1,Private,Medium
62,67,48,59.8,653067,Economics,2,Private,Low
74,86,87,82.7,1417844,Mechanical Engineering,1,Government,Medium
79,68,79,74.6,896044,Psychology,1,Government,Low
71,59,47,59.0,1900609,Psychology,2,Government,Low
76,77,93,81.5,1472473,Computer Science,3,Government,High
93,87,88,89.1,1753707,Artificial Intelligence,3,Private,High
64,68,32,56.0,1494290,Marketing,1,Government,Low
50,91,81,75.7,1587216,Artificial Intelligence,1,Private,Medium
59,46,53,52.0,1180691,Information Technology,1,Private,Low
87,55,44,61.3,2179602,Agriculture,3,Private,Medium
75,96,52,76.5,1399858,Civil Engineering,2,Government,High
62,48,95,66.3,1101083,BBA,2,Government,Medium
61,60,90,69.3,1960035,Cyber Security,3,Private,High
72,83,96,83.6,1652819,Psychology,1,Private,Medium
56,81,77,72.3,861543,BBA,3,Government,High
97,79,54,76.9,1552088,Information Technology,3,Government,High
83,87,41,72.0,986530,Accounting & Finance,3,Government,High
51,67,81,66.4,1341919,Mechanical Engineering,1,Government,Low
100,100,65,89.5,587242,Mechanical Engineering,3,Government,High
70,65,67,67.1,707559,Data Science,2,Private,Medium
58,83,74,72.8,2123530,BBA,2,Government,Medium
90,70,79,78.7,688282,Media Studies,1,Private,Low
98,98,66,88.4,1704975,Civil Engineering,3,Private,High
79,52,48,58.9,1479118,Media Studies,1,Government,Low
83,79,93,84.4,2210219,Cyber Security,1,Private,Medium
47,55,95,64.6,1009808,Computer Science,1,Government,Low
62,67,58,62.8,1295599,Data Science,3,Private,Medium
45,81,89,72.6,675739,BBA,2,Government,Low
53,78,42,59.7,1817502,Cyber Security,1,Government,Low
96,74,58,75.8,633067,Computer Science,1,Government,Low
97,62,74,76.1,1250571,Agriculture,2,Private,High
71,48,45,54.0,674712,Information Technology,3,Private,Low
77,53,100,74.3,2030653,Information Technology,3,Private,High
47,59,43,50.6,774840,Accounting & Finance,1,Government,Low
81,50,37,55.4,1789444,Agriculture,3,Private,Medium
88,50,38,57.8,1896368,Software Engineering,1,Government,Low
70,91,46,71.2,981706,BBA,2,Private,Low
79,70,73,73.6,1688149,Economics,2,Private,Medium
49,91,73,73.0,1816623,Data Science,3,Private,Medium
58,79,72,70.6,985423,Agriculture,3,Private,Medium
45,51,33,43.8,2113746,Data Science,1,Government,Low
56,76,39,58.9,629309,Psychology,3,Government,Medium
59,60,81,66.0,2171138,Cyber Security,2,Government,Medium
51,76,30,54.7,1998761,Civil Engineering,2,Private,Low
65,61,49,58.6,572223,Cyber Security,1,Private,Low
86,51,91,73.5,1460416,Mechanical Engineering,1,Government,Medium
72,64,62,65.8,1870003,Media Studies,3,Government,High
61,74,80,71.9,985152,Data Science,2,Private,Medium
97,84,69,83.4,605070,Information Technology,2,Government,Medium
52,80,60,65.6,1299736,Artificial Intelligence,3,Private,High
89,62,67,71.6,1474430,Computer Science,3,Private,High
59,56,73,62.0,1564870,Psychology,3,Private,Medium
69,88,57,73.0,1629096,Computer Science,2,Government,Medium
94,91,56,81.4,945824,LLB,2,Private,Medium
71,83,57,71.6,534404,Mechanical Engineering,3,Government,High
87,92,69,83.6,1901680,Mechanical Engineering,1,Government,Medium
63,98,46,71.9,1132154,Psychology,2,Government,Medium
92,96,76,88.8,752663,Artificial Intelligence,3,Private,High
65,84,66,72.9,896220,Information Technology,3,Government,High
51,81,63,66.6,1104447,Accounting & Finance,2,Private,Medium
75,82,51,70.6,534674,Electrical Engineering,3,Government,Medium
46,53,54,51.2,1054317,Data Science,3,Government,Medium
56,82,65,69.1,1650596,Mechanical Engineering,2,Private,Medium
90,52,52,63.4,559286,Economics,3,Private,Low
84,88,86,86.2,1119071,Food Science,2,Government,High
81,61,77,71.8,1945343,Computer Engineering,2,Private,Medium
64,45,80,61.2,705230,Civil Engineering,2,Government,Medium
80,97,85,88.3,586730,Psychology,2,Private,Medium
49,57,59,55.2,1811508,Agriculture,2,Private,Low
71,83,56,71.3,1572516,Information Technology,1,Private,Low
97,85,47,77.2,1015795,Computer Science,2,Private,High
73,92,66,78.5,1185837,Computer Engineering,1,Private,Low
62,49,53,54.1,845340,Marketing,3,Government,Medium
55,74,40,58.1,1393060,Agriculture,2,Private,Low
61,90,64,73.5,1072875,Accounting & Finance,2,Private,Medium
90,58,99,79.9,1492222,Food Science,2,Government,High
47,67,79,64.6,2103186,Psychology,2,Private,Low
51,81,81,72.0,1073724,Food Science,3,Government,Medium
64,74,55,65.3,1802340,Civil Engineering,3,Private,High
58,64,60,61.0,1312482,Civil Engineering,1,Government,Low
66,53,56,57.8,1497808,Economics,3,Government,Medium
52,62,86,66.2,887681,Psychology,3,Government,High
93,100,99,97.6,1641144,Food Science,3,Government,High
70,99,86,86.4,1492681,Data Science,2,Government,High
80,94,75,84.1,672333,Electrical Engineering,1,Private,Low
96,51,33,59.1,835394,BBA,2,Private,Low
46,87,83,73.5,2009976,BBA,2,Private,Medium
78,100,56,80.2,1430137,Psychology,1,Government,Low
58,48,100,66.6,1711545,Artificial Intelligence,1,Government,Low
77,64,47,62.8,1191949,LLB,3,Government,Medium
67,54,92,69.3,2218799,Agriculture,1,Private,Medium
61,63,46,57.3,1611238,Mechanical Engineering,1,Government,Low
64,96,91,84.9,2286572,Computer Engineering,1,Government,Medium
50,57,70,58.8,602775,Computer Science,2,Government,Low
78,70,60,69.4,1539617,Computer Engineering,1,Private,Low
52,81,86,73.8,1169634,Information Technology,3,Government,High
71,90,98,86.7,1177659,Software Engineering,3,Government,High
94,96,51,81.9,1226182,Artificial Intelligence,3,Government,High
97,51,74,71.7,1124670,Cyber Security,2,Government,Medium
71,80,58,70.7,1756588,Psychology,3,Government,High
81,90,70,81.3,1549415,Artificial Intelligence,1,Private,Medium
80,70,82,76.6,1110180,Media Studies,3,Private,High
82,92,30,70.4,1599500,Marketing,3,Government,High
51,63,50,55.5,1672411,BBA,2,Private,Low
61,62,70,64.1,1928746,Computer Science,2,Private,Medium
47,85,92,75.7,1467044,Psychology,3,Private,High
75,86,59,74.6,607522,Marketing,3,Private,High
48,49,49,48.7,728370,BBA,1,Government,Low
73,85,33,65.8,1821882,Food Science,1,Government,Low
96,95,71,88.1,742080,LLB,2,Government,Medium
72,76,43,64.9,1032668,Accounting & Finance,1,Government,Low
67,54,50,56.7,1671262,Software Engineering,1,Government,Low
49,50,69,55.4,1424163,Artificial Intelligence,1,Private,Low
68,60,94,72.6,1927207,Civil Engineering,2,Private,Medium
79,73,80,76.9,957391,Food Science,1,Government,Medium
75,58,57,62.8,678542,Electrical Engineering,3,Government,Low
76,97,93,89.5,527087,Data Science,3,Government,High
77,91,75,82.0,1396135,Psychology,1,Private,Medium
84,91,41,73.9,1054991,Civil Engineering,3,Government,High
70,80,37,64.1,922092,Software Engineering,1,Government,Low
89,60,93,78.6,673605,Mechanical Engineering,1,Government,Medium
98,90,71,86.7,906444,Food Science,3,Private,High
98,68,90,83.6,517612,Data Science,3,Government,High
54,93,31,62.7,1765801,Information Technology,1,Private,Low
90,47,94,74.0,522570,Psychology,1,Government,Medium
47,45,60,50.1,2287200,Media Studies,2,Government,Low
82,78,71,77.1,1001158,Accounting & Finance,2,Private,Medium
64,93,53,72.3,1648507,BBA,2,Government,Medium
74,61,36,57.4,1478377,Artificial Intelligence,1,Government,Low
59,82,52,66.1,824094,Information Technology,3,Private,High
45,56,54,52.1,970909,Psychology,3,Private,Medium
65,87,43,67.2,1498184,BBA,3,Private,Medium
72,64,74,69.4,1441581,Artificial Intelligence,1,Government,Low
65,72,93,76.2,1515001,Artificial Intelligence,3,Private,High
95,90,64,83.7,2257602,Economics,3,Private,Medium
100,97,58,86.2,879960,Cyber Security,2,Government,Medium
76,71,72,72.8,1363609,Mechanical Engineering,2,Private,Medium
88,84,34,70.2,511493,Media Studies,2,Private,Low
93,59,94,79.7,2030708,BBA,1,Government,Medium
86,56,75,70.7,1583599,BBA,2,Private,Low
85,79,62,75.7,2262033,Media Studies,1,Private,Medium
72,63,43,59.7,557082,Media Studies,2,Government,Low
76,68,91,77.3,573169,Data Science,3,Private,High
52,55,67,57.7,795688,LLB,2,Government,Low
54,45,66,54.0,536077,Cyber Security,3,Private,Low
98,53,99,80.3,708933,Information Technology,1,Government,Low
97,79,76,83.5,1407473,Information Technology,3,Private,High
82,59,69,68.9,1130282,LLB,1,Government,Low
72,55,58,61.0,1276284,Marketing,1,Government,Low
69,55,41,55.0,653218,Cyber Security,1,Government,Low
97,75,46,72.9,2036024,Software Engineering,1,Government,Medium
68,46,37,49.9,881898,Cyber Security,3,Government,Low
86,72,98,84.0,874733,Mechanical Engineering,2,Government,Medium
96,96,45,80.7,951653,Food Science,1,Private,Low
92,76,99,87.7,2227306,Electrical Engineering,2,Government,High
63,65,92,72.5,1074372,Accounting & Finance,1,Private,Low
93,95,38,77.3,1826568,Media Studies,2,Private,High
58,52,86,64.0,1251508,Mechanical Engineering,2,Private,Medium
45,50,50,48.5,2251107,Electrical Engineering,1,Private,Low
59,56,73,62.0,1153697,Civil Engineering,1,Government,Low
92,88,88,89.2,2102690,Computer Science,1,Government,High
84,48,97,73.5,1160818,BBA,3,Private,Medium
83,87,62,78.3,1744883,Food Science,2,Government,High
73,46,31,49.6,1127691,Data Science,1,Private,Low
68,78,32,61.2,1284723,Economics,3,Government,Medium
51,72,87,70.2,2055705,Civil Engineering,2,Private,Medium
92,58,48,65.2,2170182,Psychology,3,Private,High
55,97,58,72.7,1923577,Electrical Engineering,2,Private,Medium
96,71,92,84.8,1430532,Media Studies,3,Private,High
98,80,92,89.0,2131006,Food Science,3,Private,High
94,83,71,82.7,1017773,Marketing,1,Government,Medium
48,47,42,45.8,2103577,Media Studies,2,Government,Medium
52,95,90,80.6,612845,Mechanical Engineering,3,Government,High
60,78,64,68.4,630871,Electrical Engineering,2,Private,Low
89,51,39,58.8,1328591,Civil Engineering,3,Government,Medium
96,73,81,82.3,2010395,Psychology,3,Private,Medium
49,71,51,58.4,1384008,LLB,2,Private,Low
59,86,87,78.2,808998,Electrical Engineering,3,Government,High
88,88,53,77.5,726506,Electrical Engineering,2,Private,Medium
66,62,95,73.1,2218999,Computer Science,1,Government,Medium
70,65,65,66.5,1663329,Psychology,3,Government,High
83,73,72,75.7,1393871,Software Engineering,1,Government,Medium
82,45,90,69.6,784647,Cyber Security,2,Government,Medium
86,78,34,67.2,2190824,Media Studies,2,Government,Low
75,61,90,73.9,2033360,Civil Engineering,1,Government,Medium
81,97,40,75.1,1525680,LLB,1,Government,Medium
79,45,44,54.9,2118520,Media Studies,3,Government,Medium
65,59,52,58.7,1930317,Mechanical Engineering,2,Private,Low
82,48,56,60.6,2089892,Information Technology,2,Government,Medium
86,98,65,84.5,1100712,Psychology,1,Private,Low
51,80,83,72.2,944057,Economics,3,Government,Medium
84,67,70,73.0,1192591,Media Studies,1,Government,Medium
60,69,34,55.8,566625,Computer Science,1,Private,Low
54,94,58,71.2,1385072,BBA,3,Government,High
45,87,30,57.3,1349596,Artificial Intelligence,3,Private,Medium
45,98,93,80.6,2140585,Computer Science,3,Government,High
72,94,42,71.8,642597,Civil Engineering,2,Government,Medium
97,84,60,80.7,601191,Computer Science,3,Government,High
53,83,40,61.1,2006146,Information Technology,3,Government,Medium
64,88,90,81.4,1553142,Electrical Engineering,1,Private,Medium
67,83,95,81.8,799914,LLB,2,Government,Medium
96,66,79,78.9,1032900,Cyber Security,1,Private,Low
56,92,83,78.5,813200,Artificial Intelligence,3,Government,High
71,78,84,77.7,761721,Agriculture,2,Government,Medium
54,88,50,66.4,1466168,Electrical Engineering,3,Government,High
71,70,64,68.5,520067,Media Studies,1,Private,Low
64,58,72,64.0,1498708,Artificial Intelligence,2,Private,Medium
62,54,61,58.5,1504186,Artificial Intelligence,2,Private,Low
92,53,91,76.1,1773220,Economics,3,Private,High
94,55,77,73.3,1135120,Agriculture,1,Private,Low
95,76,73,80.8,1701494,Cyber Security,1,Private,Medium
45,79,33,55.0,2193965,Agriculture,2,Government,Low
85,89,81,85.4,1276038,Media Studies,2,Private,High
51,76,58,63.1,958779,Psychology,3,Government,Medium
83,77,70,76.7,1356653,Cyber Security,3,Private,High
94,69,61,74.1,2184786,Data Science,3,Government,High
98,91,90,92.8,1312415,Food Science,3,Government,High
78,60,37,58.5,993764,BBA,2,Government,Low
75,94,35,70.6,1623106,Media Studies,2,Government,Medium
47,76,86,70.3,1482252,BBA,2,Private,Medium
70,70,49,63.7,2194334,Software Engineering,3,Private,Low
59,70,84,70.9,1419961,Computer Science,3,Government,High
70,82,34,64.0,1131602,Food Science,3,Government,Medium
86,68,92,80.6,1976946,BBA,1,Private,Medium
86,85,100,89.8,923057,LLB,1,Private,Low
70,78,75,74.7,2216874,Food Science,1,Private,Medium
78,45,90,68.4,1346362,Computer Science,2,Government,Medium
62,47,58,54.8,1543215,Civil Engineering,3,Government,Medium
62,95,98,86.0,518442,Economics,3,Government,High
72,84,70,76.2,1973631,Agriculture,2,Private,High
90,100,58,84.4,751710,Accounting & Finance,1,Private,Low
83,58,32,57.7,1047323,Information Technology,3,Government,Medium
98,59,57,70.1,1462460,Psychology,1,Government,Medium
72,79,32,62.8,1699541,Data Science,3,Private,Low
67,46,71,59.8,1586664,LLB,1,Private,Low
91,51,94,75.9,2263576,Information Technology,2,Government,High
61,60,49,57.0,1966752,Civil Engineering,1,Government,Low
80,68,39,62.9,1504871,Civil Engineering,1,Private,Low
88,65,40,64.4,2023034,Information Technology,1,Private,Low
56,46,70,56.2,679625,Accounting & Finance,1,Government,Low
89,72,40,67.5,1529058,Artificial Intelligence,3,Government,High
67,57,82,67.5,1564572,Artificial Intelligence,1,Government,Low
75,94,41,72.4,2088007,Artificial Intelligence,1,Private,Low
71,87,32,65.7,1719259,Civil Engineering,2,Private,Medium
64,95,97,86.3,2123248,Cyber Security,2,Government,High
50,85,78,72.4,1884583,Computer Engineering,2,Private,Medium
95,66,73,76.8,2114864,LLB,1,Private,Medium
53,73,50,60.1,1362546,LLB,3,Private,Medium
75,71,80,74.9,1019613,Marketing,2,Government,Medium
69,91,52,72.7,1015357,Marketing,1,Private,Low
99,87,59,82.2,1425891,Psychology,1,Private,Low
96,54,34,60.6,1837945,Cyber Security,2,Private,Medium
62,74,98,77.6,1189548,Software Engineering,3,Government,High
90,79,35,69.1,767525,Computer Engineering,3,Government,High
91,65,39,65.0,1482049,Civil Engineering,3,Government,High
85,80,95,86.0,2218586,Artificial Intelligence,1,Private,High
84,91,96,90.4,1526846,Mechanical Engineering,3,Private,High
87,86,33,70.4,1979426,Civil Engineering,3,Private,High
97,81,40,73.5,1726969,Mechanical Engineering,3,Government,High
